,title,text,tags
168,      Обновление char-level language model и подробная инструкция по использованию  ,"  Выложил в  репозиторий  всё, включая новые файлы модели, обученной на 2 миллионах сэмлах. Также добавил описание: Char-level Language Model на базе рекуррентных нейросетей Модель реализована на Python 2.x с использованием  фреймворка Keras  для построения нейросети. Обучение модели Обучение реализовано в  char_predictor.py . Для обучения модели необходим текстовый файл (plain text, utf-8). Какую-либо нормализацию текста выполнять не требуется. Модель сама составит список всех используемых символов. Путь к текстовому файла прописан в  char_predictor.py . Там же стоит вторая важная настройка - количество сэмплов в обучающем датасете. Чем большое сэмплов, тем лучше модель будет работать, но время обучения будет расти пропорционально. В ходе обучения программа сохраняет модельные данные на диске. Для nb_patterns = 2000000 обучение с использованием GPU NVidia GTX 980 длится примерно 5 часов, с учетом 5 отбрасываемых эпох до срабатывания early stopping. Проверка работы модели в консоли Консольный генератор текста реализован в  char_generator.py . Он загружает модельные данные из файлов, приготовленных в ходе обучения. далее можно вводить с клавиатуры цепочку символов (начало фразы), а модель выведет предполагаемое продолжение. Примерно так: >: поздравляю с новы поздравляю с новых настоящий собой мо >: сяду на пенек, съем пиро сяду на пенек, съем пиров накопления по нее >: цветы нужно поливать кажд цветы нужно поливать каждое серодоразисте так >: тише, мыши, кот на кры тише, мыши, кот на крыше и высоких своей т",char-rnn||character language model||keras||neuronet||python||генеративная модель||генерация текста||исходники
169,      Нейросеточка для дописывания строк  ," Играюсь с новой версией  модели языка на уровне символов  (код на питоне, в репозиторий залиты и файлы предобученной на небольшом корпусе модели). Программа позволяет ввести начало строки и затем дополняет ее парой десятков символов, используя модель для вычисления вероятностей нового символа по предшествующим 64 символам. Вот такие штуки получаются (болдом выделен вводимая в консоли затравка): eek@ubuntu:~/polygon/pushkin$ python char_generator.py >:  мойте руки пере мойте руки передать о среднем пробл >:  поздравляю с новы поздравляю с новыми войсками в из раз >:  кошка ловит мыш кошка ловит мышленности и населения >:  и стоило ли так напрягать и стоило ли так напрягать новым результате по >:  с добрым утр с добрым утромании военные высок >:  сяду на пенек, съем пиро сяду на пенек, съем пировой техников.",char-rnn||character language model||deep learning||keras||python||генеративная модель||генерация текста||нейросети
170,      В вашем ЯП мало синтаксического сахара? Перчику вам от Оракла.  ," Руки устают от многословности Java? Нет сил на C++ набрать { return a; } и глаза мокреют от зависти к шарповскому сахарку => a;? Я сейчас перевожу свою реализацию на питоне быстрого нечеткого поиска в БД с помощью  алгоритма Левенштейна  и  Trie . Перевожу на PL/SQL. PL/SQL - это такой динозавр в мире ЯП, потомок Ады. Если к IF .... THEN .... END IF; можно в конце концов привыкнуть, то вот  реализация ООП в PL/SQL  это настоящий хардкор. Синтаксический сахар хотите? Синтаксический перец вам в монитор! Вот пара классов на питоне: 
 class  Cursor( object ):
     def  __init__ ( self , node, pos, miss_count ):
         assert (node  is not  None )
         assert (miss_count>= 0.0 )
         self .node = node
         self .pos = pos
         self .miss_count = miss_count

     def  __str__ ( self ):
         return  u'node={} pos={} miss_count={}' .format( self .node.code,  self .pos,  self .miss_count)


 class  Cursors( object ):
     def  __init__ ( self ):
         self .cursors =  dict ()

     def  add( self , cursor):
        node_id =  id (cursor.node)
         if  node_id  in  self .cursors:
             if  cursor.miss_count <  self .cursors[node_id].miss_count:
                self .cursors[node_id] = cursor
         else :
             self .cursors[node_id] = cursor

     def  __iter__ ( self ):
         return  iter ( self .cursors.values())

     def  is_empty( self ):
         return  len ( self .cursors)== 0
 А теперь текущий черновик после перевода на PL/SQL: CREATE TYPE DUP_Cursor AS OBJECT (  node DUP_TrieNodeType,  pos INTEGER,  miss_count INTEGER ); CREATE TYPE DUP_CursorsList IS TABLE OF DUP_Cursor; create or replace type DUP_Cursors as object (  cursors DUP_CursorsList,  CONSTRUCTOR FUNCTION DUP_Cursors RETURN SELF AS RESULT,  MAP  MEMBER FUNCTION is_empty RETURN INTEGER,  MEMBER FUNCTION count_items RETURN INTEGER,  MEMBER FUNCTION get_item( i INTEGER ) RETURN DUP_Cursor,  MEMBER PROCEDURE add_item( new_cursor DUP_Cursor ) ); CREATE OR REPLACE TYPE BODY DUP_Cursors AS   CONSTRUCTOR FUNCTION DUP_Cursors RETURN SELF AS RESULT   AS   BEGIN     SELF.cursors := DUP_CursorsList();     RETURN;   END;   MAP MEMBER FUNCTION is_empty RETURN INTEGER IS   BEGIN     IF cursors.COUNT=0 THEN      RETURN 1;     ELSE      RETURN 0;     END IF;   END;  MEMBER FUNCTION count_items RETURN INTEGER IS   BEGIN     RETURN cursors.COUNT;   END;  MEMBER FUNCTION get_item( i INTEGER) RETURN DUP_Cursor IS   BEGIN     RETURN cursors(i);   END;  MEMBER PROCEDURE add_item( SELF IN OUT NOCOPY DUP_Cursors, new_cursor DUP_Cursor ) IS  i_found INTEGER;  BEGIN   i_found := -1;   FOR i in 1..cursors.COUNT LOOP    IF cursors(i).node.id = new_cursor.node.id THEN     IF cursors(i).miss_count > new_cursor.miss_count THEN      cursors(i).miss_count := new_cursor.miss_count;     END IF;     i_found := i;     EXIT;      END IF;   END LOOP;   IF i_found=-1 THEN    cursors.EXTEND;    cursors( cursors.COUNT ) := new_cursor;   END IF;    END; END; /",oracle||pl/sql||забавные мелочи
171,      memset: спящее зло  ," Делаю рефакторинг  своих старых исходников , и вот при сборке под новым gcc в Убунте увидел замечательный ворнинг по поводу вероятно неправильного порядка аргументов при вызове memset в строке 981 в файле  streams.h . Исправил. Было: memset( &p, sizeof(p), 0 ); Стало: memset( &p, 0, sizeof(p) );",c++||исходники
172,"      Представления слов: исправления, улучшения, сравнение Python / Java / C++ реализаций нейросетей  "," 1. В  Keras-реализации решения  нашел data leak из  валидационных данных в тренировочный набор (как обычно по причине копипасты фрагментов из своих же исходников). После исправления стал получать намного более консистентные результаты: точность на одинаковых данных для сопоставимых архитектур нейросетей в Keras+Theano и в Tensorflow решениях стала примерно равна. И даже решения на Deeplearning4j и Apache.SINGA дают примерно такие же значения! 2. Реализован совершенно новый алгоритм для получения sparse distributed representations для слов. В отличие от non-negative matrix factorization с L1-регуляризацией, используется k-means для подмножеств компонентов w2v векторов. Алгоритм требует намного меньше памяти, а по скорости примерно соответствует nnmf+l1. Но чтобы использовать SDR векторы слов длиной хотя бы 1024, пришлось переделывать решение для Keras, так как сразу сгенерировать тренировочную матрицу хотя бы для 1 миллиона троек слов в 32 Гб памяти невозможно. Сделал отдельное решение, использующее методы fit_generator и evaluate_generator, принимающие генераторы порций данных. Исходный текст нового решения лежит тут:  https://github.com/Koziev/WordRepresentations/blob/master/PyModels/wr_keras_sdr2.py 3. Сделал следующие улучшения в  java-решении, основанном на фреймворке deepleraning4j : 3.1. Сделано сохранение лучшей модели в файл по ходу тренировки (model checkpoint). Для этого в конце каждой эпохи делается оценка качества по валидационному набору, и если полученное значение точности превышает предыдущее, то сохраняем модель в файл. 3.2. Сделал early stopping, чтобы экономить время. Если модель на протяжении 10 эпох не улучшает точность при валидации, то прекращаем обучение. После этого загружается лучшая версия весов, сохраненная в ходе model checkpoint, и для ее делается финальная оценка качества по holdout набору. В ходе работы можно увидеть соответствующие сообщения в консоли: ==========================Scores======== ================================  # of classes:    2  Accuracy:        0.7707  Precision:       0.7720  Recall:          0.7707  F1 Score:        0.7784 ======================================== ================================ New best val_acc=0.7706575757575758 Model saved in /home/eek/polygon/WordRepresentations/da ta/deeplearning4j.model Start iteration #6 4. Доработал  решение на Apache.SINGA C++ . В частности, добавил экспоненциальное уменьшение скорости обучения. Модель дает на финальной валидации сравнимую с остальными точность. 5. Текущие результаты по моделям, после исправления data leak'а: wr_keras.py (Keras+Theano, Python) ================================== NB_SAMPLES=1,000,000  NGRAM_ORDER=2  net=MLP  w2v      acc=0.7719 NB_SAMPLES=1,000,000  NGRAM_ORDER=2  net=CNN  w2v      acc=0.7741 NB_SAMPLES=1,000,000  NGRAM_ORDER=3  net=MLP  w2v      acc=0.7709 NB_SAMPLES=1,000,000  NGRAM_ORDER=3  net=CNN  w2v      acc=0.7837 NB_SAMPLES=1,000,000  NGRAM_ORDER=4  net=MLP  w2v      acc=0.7468 NB_SAMPLES=1,000,000  NGRAM_ORDER=4  net=CNN  w2v      acc=0.7731 NB_SAMPLES=1,000,000  NGRAM_ORDER=3  net=MLP  w2v_tags acc=0.7921 NB_SAMPLES=1,000,000  NGRAM_ORDER=3  net=CNN  w2v_tags acc=0.7999 NB_SAMPLES=1,000,000  NGRAM_ORDER=4  net=MLP  w2v_tags acc=0.7653 NB_SAMPLES=1,000,000  NGRAM_ORDER=4  net=CNN  w2v_tags acc=0.7775 wr_keras_sdr2.py (Keras+Theano, Python) ======================================= NB_SAMPLES=1,000,000  NGRAM_ORDER=3  net=MLP  SDR2     acc=0.7596 wr_tensorflow3.py (Tensorflow, Python) ====================================== NB_SAMPLES=1,000,000  NGRAM_ORDER=3  net=MLP  w2v      acc=0.7475 NB_SAMPLES=1,000,000  NGRAM_ORDER=3  net=MLP  w2v_tags acc=0.7866 deeplearning4j (Java) ===================== NB_SAMPLES=1,000,000  NGRAM_ORDER=3  net=MLP  w2v      acc=0.7715 Apache.SINGA (C++) ================== NB_SAMPLES=1,000,000  NGRAM_ORDER=3  net=MLP  w2v      acc=0.7692",#6||c++||java||keras||language model||machine learning||neuronet||python||vector model||vector space model
173,      Решения на базе deeplearning4j (Java) MLP и vanilla MLP (C#) для WordRepresentations  ," Выложил в  репозиторий : https://github.com/Koziev/WordRepresentations/blob/master/JavaModels/WithDL4J/src/main/java/WordRepresentationsTest.java  - решатель на базе MLP, реализованного средствами библиотеки  deeplearning4j https://github.com/Koziev/WordRepresentations/blob/master/CSharpModels/MyBaseline/Program.cs",N-граммы||c||java||nlp
174,      Черновая реализация нейросетки на TensorFlow high-level API для бенчмарка WordRepresentations  , В порядке изучения TensorFlow сделал две модели на Питоне: 1. На базе  DNNClassifier  - файл  wr_tensorflow.py 2. Ручное формирование графа для  Estimator 'а - файл  wr_tensorflow3.py,keras||python||tensorflow||theano||vector model||vector space model
175,      Рефакторинг нейросетевого лемматизатора  ," В репозитории  https://github.com/Koziev/word2lemma  выполнена генеральная перепланировка и уборка. 1. Отрефакторил реализацию  обучения  и использования лемматизатора. Лемматизатор вынесен в  отдельный класс , чтобы было удобнее использовать его в разных экспериментах. Загрузка всех необходимых данных предобученной модели инкапсулирована в это классе, поэтому использование выглядит максимально просто: 
 from Lemmatizer import Lemmatizer

lemmatizer = Lemmatizer()
lemmatizer.load('../../../../data')

lemma = lemmatizer.predict(word)
 2. Консольный лемматизатор переделан на использование класса Lemmatizer. После запуска вводим с клавиатуры слова, они прогоняются через нейросетку и получающиеся леммы печатаются в консоли: 3. Сделан  игрушечный REST API  на базе  flask-restful . В простейшем варианте можно запускать под встроенным веб-сервером из консоли командой: python word2lemma_restapi.py Рест-сервис запустится: Далее можно в браузере сделать тестовый запрос через урл 127.0.0.1:5000/квазикошками, сервис вернет JSON с результатом лемматизации. В лисичке это выглядит вот так: Разумеется, сопутствующие накладные расходы на лемматизацию единственного слова достаточно велики, поэтому для лемматизации порции слов лучше реализовать в классе Lemmatizer особый метод, который векторизует все слова в одном тензоре, прогонит его через нейросетку и вернет порцию лемм. Что хотелось бы сделать еще: 1) реализовать модель средствами TensorFlow 2) причем не только на питоне, но и на C++.",python||sequence2sequence||исходники||лемматизатор||рекуррентные сети||русский язык
176,      Эксперимент с использованием reinforcement learning keras-rl для синтаксического парсинга  ," Используется размеченный treebank отсюда:  http://universaldependencies.org Reinforcement learning делается средствами  keras-rl Парсер - простая стековая машина, не поддерживающая непроективные ребра. Эксперимент пока неудачный, не могу добиться роста качества парсинга. Питоновский исходник выложил здесь:  https://github.com/Koziev/RI_Syntax",keras-rl||python||reinforcement learning||исходники||парсер||синтаксис||синтаксический анализатор||синтаксический разбор
177,      Сверточная архитектура нейросети для построения Language Model  ," Для  эксперимента с оценкой вариантов представления слов  добавил сверточную архитектуру - см. файл  wr_keras.py  и константу NET_ARCH. С поправкой на большую variance, характерную для сверточного варианта в сравнении с feed forward MLP, эта сетка бьет MLP с ощутимым запасом. Например, для 4-грамм имеем: 
 NB_SAMPLES=1,000,000  NGRAM_ORDER=4  net=MLP word_indeces  acc=0.7651
NB_SAMPLES=2,000,000  NGRAM_ORDER=4  net=MLP word_indeces  acc=0.7746
NB_SAMPLES=3,000,000  NGRAM_ORDER=4  net=MLP word_indeces  acc=0.7809
NB_SAMPLES=5,000,000  NGRAM_ORDER=4  net=MLP word_indeces  acc=0.8049
NB_SAMPLES=6,000,000  NGRAM_ORDER=4  net=MLP word_indeces  acc=0.8296
NB_SAMPLES=8,000,000  NGRAM_ORDER=4  net=MLP word_indeces  acc=0.8483

NB_SAMPLES=1,000,000  NGRAM_ORDER=4  net=ConvNet word_indeces  acc=0.8253
NB_SAMPLES=2,000,000  NGRAM_ORDER=4  net=ConvNet word_indeces  acc=0.8226
NB_SAMPLES=3,000,000  NGRAM_ORDER=4  net=ConvNet word_indeces  acc=0.7993
NB_SAMPLES=5,000,000  NGRAM_ORDER=4  net=ConvNet word_indeces  acc=0.8668
NB_SAMPLES=6,000,000  NGRAM_ORDER=4  net=ConvNet word_indeces  acc=0.8629
NB_SAMPLES=8,000,000  NGRAM_ORDER=4  net=ConvNet word_indeces  acc=0.8833 
",keras||language model||nlp||vector model||vector space model||word embedding
178,      Текущие результаты для keras/theano MLP модели в эксперименте с word representations  ," Репозиторий эксперимента:  https://github.com/Koziev/WordRepresentations Сделал условный grid search для основных гиперпараметров. Для 2-грамм и 3-грамм эксперимент закончен, для 4-грамм продолжается: 
 NB_SAMPLES=1,000,000  NGRAM_ORDER=2  w2v_tags  acc=0.8340
NB_SAMPLES=2,000,000  NGRAM_ORDER=2  w2v_tags  acc=0.8405
NB_SAMPLES=3,000,000  NGRAM_ORDER=2  w2v_tags  acc=0.8474
NB_SAMPLES=5,000,000  NGRAM_ORDER=2  w2v_tags  acc=0.8511
NB_SAMPLES=10,000,000 NGRAM_ORDER= 2   w2v_tags  acc=0. 8561 

NB_SAMPLES=1,000,000  NGRAM_ORDER=2  word_indeces  acc=0.7452
NB_SAMPLES=2,000,000  NGRAM_ORDER=2  word_indeces  acc=0.7619
NB_SAMPLES=3,000,000  NGRAM_ORDER=2  word_indeces  acc=0.7735
NB_SAMPLES=5,000,000  NGRAM_ORDER=2  word_indeces  acc=0.7835
NB_SAMPLES=6,000,000  NGRAM_ORDER=2  word_indeces  acc=0.7849
NB_SAMPLES=10,000,000 NGRAM_ORDER=2  word_indeces  acc=0.8103

NB_SAMPLES=1,000,000  NGRAM_ORDER=2  w2v  acc=0.7954
NB_SAMPLES=2,000,000  NGRAM_ORDER=2  w2v  acc=0.8010
NB_SAMPLES=3,000,000  NGRAM_ORDER=2  w2v  acc=0.8050
NB_SAMPLES=5,000,000  NGRAM_ORDER=2  w2v  acc=0.8065
NB_SAMPLES=6,000,000  NGRAM_ORDER=2  w2v  acc=0.8086
NB_SAMPLES=10,000,000 NGRAM_ORDER=2  w2v  acc=0.8132



NB_SAMPLES=1,000,000  NGRAM_ORDER=3  w2v_tags  acc=0.8528
NB_SAMPLES=2,000,000  NGRAM_ORDER=3  w2v_tags  acc=0.8585
NB_SAMPLES=3,000,000  NGRAM_ORDER=3  w2v_tags  acc=0.8662
NB_SAMPLES=5,000,000  NGRAM_ORDER=3  w2v_tags  acc=0.8738
NB_SAMPLES=6,000,000  NGRAM_ORDER=3  w2v_tags  acc=0.8760
NB_SAMPLES=8,000,000  NGRAM_ORDER= 3   w2v_tags  acc= 0.8774 

                      
NB_SAMPLES=1,000,000  NGRAM_ORDER=3  word_indeces  acc=0.7719
NB_SAMPLES=2,000,000  NGRAM_ORDER=3  word_indeces  acc=0.7807
NB_SAMPLES=3,000,000  NGRAM_ORDER=3  word_indeces  acc=0.7875
NB_SAMPLES=5,000,000  NGRAM_ORDER=3  word_indeces  acc=0.8250
NB_SAMPLES=6,000,000  NGRAM_ORDER=3  word_indeces  acc=0.8266
NB_SAMPLES=8,000,000  NGRAM_ORDER=3  word_indeces  acc=0.8328

NB_SAMPLES=1,000,000  NGRAM_ORDER=3  w2v  acc=0.8116
NB_SAMPLES=2,000,000  NGRAM_ORDER=3  w2v  acc=0.8140
NB_SAMPLES=3,000,000  NGRAM_ORDER=3  w2v  acc=0.8191
NB_SAMPLES=5,000,000  NGRAM_ORDER=3  w2v  acc=0.8280
NB_SAMPLES=6,000,000  NGRAM_ORDER=3  w2v  acc=0.8275
NB_SAMPLES=8,000,000  NGRAM_ORDER=3  w2v  acc=0.8289

NB_SAMPLES=1,000,000  NGRAM_ORDER=4  w2v_tags  acc=0.8376
NB_SAMPLES=2,000,000  NGRAM_ORDER=4  w2v_tags  acc=0.8575
NB_SAMPLES=3,000,000  NGRAM_ORDER=4  w2v_tags  acc=0.8701
NB_SAMPLES=5,000,000  NGRAM_ORDER=4  w2v_tags  acc=0.8789
NB_SAMPLES=6,000,000  NGRAM_ORDER=4  w2v_tags  acc=0.8751
NB_SAMPLES=8,000,000  NGRAM_ORDER= 4   w2v_tags  acc= 0.8805 
 Пояснение по смыслу параметров w2v, w2v_tags и word_indeces, которые встречаются в таблице результатов. w2v  - для слов в n-грамме берем word2vector представления, полученные обучением отдельной gensim-модели по очень большому корпусу. w2v_tags  - в добавок к w2v представлений слов мы добавляем бинарные флаги, соответствующие разным морфологическим признакам слов. Например, для именительного падежа есть свой битовый фраг, для множественного числа - свой. word_indeces  - используется слой  Embedding , который в онлайне настраивает векторное представление слов. Уже на этих результатах видны две интересные тенденции. Во-первых, использование отдельно обученной w2v модели лучше, чем online настройка встраиваний через Embedding. По мере роста обучающей выборки качество онлайн-встраиваний растет и в какой-то момент бьет стороннюю w2v модель. Во-вторых, 3-граммы дают лучшее качестве, чем 2-граммы, а 4-граммы - лучше, чем 3-граммы. Это немного неожиданный результат.",N-граммы||language model||vector model||vector space model||word embedding||word2vec
179,      Выложил черновики для HackerEarth Machine Learning Challenge #3  , Черновики и модели для  HackerEarth Machine Learning Challenge #3  выложил в  репозиторий,#3||catboost||keras||lightgbm||python||xgboost||соревнования
180,      Установка CPU TensorFlow под Windows x64  ,"  Официальная сборочная инструкция  немного устарела, так как ссылается на Python 3.5, тогда как сейчас с Анакодной ставится Python 3.6. Указанная там ссылка на дистр для 3.5 не будет ставится в 3.6. 1) Нужна Анаконда с питоном 3.x. Если уже установлена, то обновляем анаконду до текущей версии с питоном 3.6: conda update --all 2) Проверяем версию питона: python --version 3) Создаем рабочий каталог для игр с TF, активируем его в консольном окне, затем создаем виртуальное окружение: conda create -n tensorflow python=3.6 activate tensorflow 4) Ставим собственно tensorflow: pip install --ignore-installed --upgrade  https://storage.googleapis.com/tensorflow/windows/cpu/tensorflow-1.3.0-cp36-cp36m-win_amd64.whl 5) Проверяем, что tf жив: 
 import tensorflow as tf
hello = tf.constant('Hello, TensorFlow!')
sess = tf.Session()
print(sess.run(hello))
",python||tensorflow||windows||установка
181,"      Решение бинарной классификационной задачи на C++ с помощью Apache.SINGA, tiny-dnn и OpenNN  "," 1. Выложил в  репозиторий эксперимента  cеточные модели для бинарной классификации на C++ в Apache.SINGA, OpenNN и tiny-dnn: TinyDNN_Model.cpp  - решатель на базе MLP, реализованного средствами библиотеки tiny-dnn (C++, проект для VS 2015) alexnet.cc  - решатель на базе нейросетки, реализованной средствами Apache.SINGA (C++, проект для VS 2015) main.cpp  - решатель на базе нейросетки, реализованной средствами OpenNN (C++, проект для VS 2015) Постарался максимально подробно описать собственные впечатления от этих библиотек с позиции человека, впервые пытающегося применить их для решения реальной задачи:  https://habrahabr.ru/post/335838/",c++||deep learning||language model||machine learning||nlp||статья||текущие планы
182,      Локализаторы Microsoft - на страже чистоты русского языка  ," Именно в локализациях продуктов MS можно увидеть нормативную, а не жаргонную лексику:",забавные мелочи
183,      Планы для https://github.com/Koziev/WordRepresentations: Nervana NEON и CNTK  , Хочу попробовать добавить в зоопарк решателей задачи  https://github.com/Koziev/WordRepresentations : 1) сеточную модель на базе библиотеки Nervana Neon ( https://github.com/NervanaSystems/neon ) 2) сеточную модель на базе CNTK ( https://docs.microsoft.com/en-us/cognitive-toolkit/ ) - как минимум evaluation код на C#. 3) сеточную модель на базе tiny-dnn C++ ( https://github.com/tiny-dnn/tiny-dnn,nlp||текущие планы
184,      Оценка представления слов через hashing trick в задаче определения валидности 3-грамм  ," В развитие бенчмарка, описанного здесь:  http://kelijah.livejournal.com/217608.html Добавил еще один вариант представления слов - через one hot после hashing trick ( https://en.wikipedia.org/wiki/Feature_hashing ). В качестве готовой реализации взял класс hashdictionary из gensim:  https://radimrehurek.com/gensim/corpora/hashdictionary.html. Главный бонус этого способа заключается в том, что можно не составлять заранее весь список слов, чтобы присвоить им уникальные id. Вместо этого мы сознательно идем на возможные коллизии, но заранее определяем максимальное количество разных id. Если задать это количество меньше, чем реальный размер лексикона в анализируемом корпусе, то будут коллизии. В исходниках ( https://github.com/Koziev/WordRepresentations ) добавлен класс HashingTrick_Vectorizer. Его метод vectorize_dataset возвращает sparse матрицу для X в результате векторизации слов через  gensim.corpora.hashdictionary.HashDictio nary. Итоговые результаты для для набора 1,000,000 3-грамм получаются такие: word2vector - 0.80 brown clustering - 0.70 char 1hot encoding - 0.71 random bit vectors (доля единиц 16%) - 0.696 hashing trick with 32,000 slots - 0.64",hashing trick||machine learning||python||vector model||vector space model||исходники
185,      Интеграция TortoiseSVN с VisualStudio (мелкая полезняшка)  ," Оказывается, подцепить svn, точнее  гуй с черепашкой , в VisualStudio, весьма просто:  https://tortoisesvn.net/visualstudio.html Сделал себе кастомную команду для коммитов - отработало без проблем, теперь можно не лазать в проводник, если нужно закомитить единственный исходничек в проекте:",ссылки
186,"      Инструменты для Sentiment Analysis: Редактор Оценок, сверточная сеточная модель, база оценок  "," Закомитил в репозиторий  https://github.com/Koziev/SentimentAnalysis  все свои черновики, разработанные примерно год назад. 1.  Редактор Оценок  - десктопная прога на C# WinForms, работающая с текстами в БД SQLite. Позволяет быстро расставлять и редактировать оценки, а также выгружать корпус в текстовый формат (CSV с табуляцией в качестве разделителя полей). Выглядит как и положено прототипу под MVP: Несмотря на непритязательный UI/UX, вполне юзабелен и позволил быстро разметить достаточно большой корпус в 200,000 отзывов, чтобы проверить некоторые модели. Основная фишка программы - хранение отзывов в SQLite и динамическая подгрузка в виртуальный ListView по мере прокрутки экранного списка, а также транзакционное сохранение изменений. Так что должно без проблем масштабироваться на миллионы записей в корпусе. Отзывы размечаются на 3 категории: +, - и нейтральные. Кстати, даже на скриншоте виден примерный уровень литературности и каноничности русского языка в отзывах - это реальность, с которой приходится сталкиваться лемматизаторам и парсерам. ""Питание брали только завтраки"" - это хороший тест на владение common sence для ИИ. 2.  Сеточная модель на Keras  - простая сверточная нейросетка. Работает достаточно эффективно.",c||convolutional networks||keras||nlp||sentiment||sentiment analysis||sqlite
187,      Консольная утилитка на C# под Ubuntu  ," Для проверки работоспособности идеи использования C# в качестве дополнительного инструмента решения задач из области machine learning, когда требуется массовая обработка данных в явных циклах и нет возможности избежать их в программе на питоне, решил попробовать запустить простую программку под Убунтой. Исходник программы тут:  https://github.com/Koziev/HackerEarth/blob/master/3/models/csharp/CSharpTools/FindSimilar/Program.cs Она читает данные из двух CSV файлов, считает для записей в первом файле crc64-хэши и затем ищет во втором файле вхождения таких же записей. Данных очень много, более 12 миллионов записей в  тренировочном наборе , так что использование тут компилируемого языка (ну или штуки типа  cython ) явно просится. Disclaimer: прошу .net/c# работодателей не считать этот код кандидатом для кодеревью перед хантингом, ибо писался на скорую руку. В общем, после установки тулсета от Mono: sudo apt-get install mono-dmcs без проблем и допнастроек компильнул прожку: eek@ubuntu:~/polygon/HackerEarch/3/model s/csharp/CSharpTools/FindSimilar$ dmcs Program.cs warning CS8001: SDK path could not be resolved Program.cs(156,24): warning CS0219: The variable `header' is assigned but its value is never used Compilation succeeded - 2 warning(s) Затем она отработала как надо: eek@ubuntu:~/polygon/HackerEarch/3/model s/csharp/CSharpTools/FindSimilar$ ./Program.exe Loading data from /home/eek/polygon/HackerEarch/3/input/tr ain.csv... Done, 12137810 train samples, 12137785 unique crc64 hashes Reading test samples from /home/eek/polygon/HackerEarch/3/input/te st.csv 3706907 test samples, 0 has duplicates in train dataset Расширение .exe у исполняемого файла, как я понимаю, ставится для обратной совместимости с win-кодом. А вот воспользоваться хипстерским VSCode для отладки мне пока не удалось. Установил .NET Core: https://www.microsoft.com/net/core#linuxubuntu Затем скачал и установил VSCode: https://losst.ru/ustanovka-visual-code-i-net-core-1-0-ubuntu-16-04 Поставил там внутри расширение для C#, но отладчик не ожил, выдает странную ошибку. Архитекторов явно покусали js фанатики, я потратил некоторое время, чтобы понять где в этом редакторе можно понастраивать свойства проекта (а там руками json конфиги надо править). Так что прямо чтобы как с VisualStudio под винду - скачал, установил и начал дебажить, у меня пока не получилось.",.net||csharp||linux||python
188,      Соревнование от SAS - банковский скоринг кредитных заявок (бинарная классификация)  ," Страничка конкурса:  http://sascompetitions.ru/competitions/forecasting-the-probability-of-non-repayment-of-loan Конкурс появился и в списке текущих соревнований  http://mltrainings.ru/?filter=active . Описание задачи немного мутное, но вроде бы все сводится к бинарной классификации без особых заморочек. Важный нюанс, который я выяснил в первом пробном сабмите, заключается в правильном форматировании файла сабмита. Записи в нем должны быть СТРОГО в порядке возрастания ID, иначе при сабмите получается нулевая оценка без каких-либо пояснений. Тренировочный датасет содержит более миллиона сэмплов, так что можно поиграть с разными моделями. Я планирую попробовать стэкинг из  brew  и  mlxtend",соревнования
189,      Нерешительность как побочный эффект взаимодействия actor-critic в reinforcement learning  ," Модель буквально боиться сделать следующий лаг, покачиваясь в нерешительности:",machine learning||nips 2017||reinforcement learning
190,      Глубина и ширина стека для full-stack developer'а  ," В течение дня: 1.  Python  - проверил и засабмитил на  https://www.crowdai.org/challenges/nips-2017-learning-to-run  пару моделей, которые обсчитались ночью. Добил и причесал ООП в  коде для проверки word representations , вроде ничего так получилось. 2.  PL/SQL  - поправил пару вещей в своем пакете для оракловой БД. 3. Задеплоил и настроил свой же self-hosted рест-сервис для тестеров под виндой. 4.  C#  - изменил логику работу метода в cвоем REST-сервисе, чтобы пофиксить баг. 5.  Java",
